sale_price_int,Address,lat,lng,data_time_1,year,rel_to_mean_price,rel_to_median_price
90000,"51 MILITARY, Buffalo",42.93815900000001,-78.89223100000002,1990/05/01 00:00,1990,1.2731421536226257,1.6363636363636365
25500,"655 FERRY EAST, Buffalo",42.9144677,-78.83983479999998,1990/05/01 00:00,1990,0.3607236101930773,0.4636363636363636
27000,"47 HOWLETT, Buffalo",42.90257800000001,-78.827708,1990/05/01 00:00,1990,0.38194264608678774,0.4909090909090909
90000,"714 PARKSIDE, Buffalo",42.94942169999999,-78.84956679999998,1990/05/01 00:00,1990,1.2731421536226257,1.6363636363636365
65000,"771 PROSPECT, Buffalo",42.9072963,-78.89582469999998,1990/05/01 00:00,1990,0.9194915553941185,1.1818181818181819
40000,"30 BOYD, Buffalo",42.91763880000001,-78.88936939999998,1990/05/01 00:00,1990,0.5658409571656114,0.7272727272727273
37500,"358 GIBSON, Buffalo",42.8953899,-78.83846340000002,1990/05/01 00:00,1990,0.5304758973427607,0.6818181818181818
13500,"762 SYCAMORE, Buffalo",42.896710999999996,-78.843068,1990/05/01 00:00,1990,0.19097132304339387,0.24545454545454545
15000,"270 BUSTI, Buffalo",42.892885,-78.888019,1990/05/01 00:00,1990,0.21219035893710428,0.2727272727272727
158000,"90 HIGHLAND, Buffalo",42.91386,-78.87305230000003,1990/05/01 00:00,1990,2.2350717808041654,2.8727272727272726
190000,"1119 DELAWARE, Buffalo",42.914246,-78.868802,1990/05/01 00:00,1990,2.6877445465366545,3.4545454545454546
275000,"101 HALLAM, Buffalo",42.9394237,-78.87033249999998,1990/05/01 00:00,1990,3.8901565805135787,5.0
20000,"49 HARMONIA, Buffalo",42.901734999999995,-78.83051800000001,1990/06/01 00:00,1990,0.2829204785828057,0.36363636363636365
65000,"109 FAIRFIELD, Buffalo",42.9398347,-78.84287619999998,1990/06/01 00:00,1990,0.9194915553941185,1.1818181818181819
88500,"55 WHITEHALL, Buffalo",42.8352393,-78.81280140000001,1990/06/01 00:00,1990,1.2519231177289154,1.6090909090909091
62800,"146 CANTWELL, Buffalo",42.8356673,-78.81828829999998,1990/06/01 00:00,1990,0.8883703027500099,1.1418181818181818
103000,"62 BEYER, Buffalo",42.84570979999999,-78.80154999999998,1990/06/01 00:00,1990,1.4570404647014494,1.8727272727272728
79350,"342 LAFAYETTE AVE, Buffalo",42.9204778,-78.8857436,1990/06/01 00:00,1990,1.1224869987772816,1.4427272727272726
35000,"18 OAKWOOD EAST, Buffalo",42.932400200000004,-78.8456741,1990/06/01 00:00,1990,0.49511083751991003,0.6363636363636364
25000,"381 MAY, Buffalo",42.910979,-78.816501,1990/06/01 00:00,1990,0.35365059822850714,0.45454545454545453
62700,"48 GEARY, Buffalo",42.856048799999996,-78.8112969,1990/06/01 00:00,1990,0.8869557003570959,1.14
63000,"164 WOODSIDE WEST, Buffalo",42.842748799999995,-78.8261863,1990/06/01 00:00,1990,0.891199507535838,1.1454545454545455
48900,"153 MASTEN, Buffalo",42.906436,-78.85934499999998,1990/06/01 00:00,1990,0.6917405701349599,0.889090909090909
22500,"23 ZENNER, Buffalo",42.912521999999996,-78.8155007,1990/06/01 00:00,1990,0.31828553840565643,0.4090909090909091
80000,"108 HOMER, Buffalo",42.9508299,-78.86619739999998,1990/06/01 00:00,1990,1.131681914331223,1.4545454545454546
19900,"56 DOAT, Buffalo",42.909989,-78.818905,1990/06/01 00:00,1990,0.2815058761898917,0.3618181818181818
27000,"24 OBERLIN, Buffalo",42.9000889,-78.8251023,1990/06/01 00:00,1990,0.38194264608678774,0.4909090909090909
